Fri Aug 11 15:17:42 2023    stats.prof

         14279460 function calls (13935027 primitive calls) in 18.086 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:1377(TensorSymmetry)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:320(kwargs)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\vector.py:459(__new__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:30(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\inline_closurecall.py:124(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:1267(__getattr__)
       22    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\basisdependent.py:151(as_coeff_Mul)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:1497(__mro_entries__)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_base.py:749(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:229(igcd)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\polys\domains\domain.py:661(from_ExpressionRawDomain)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\removerefctpass.py:15(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:553(name)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\named_groups.py:1(<module>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\libmp\libmpf.py:702(mpf_add)
       20    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\printing\str.py:274(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:728(get_targets)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:1082(is_symbol_defined)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\config.py:125(validate)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:1680(TensorHead)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\listobj.py:42(_ListPayloadMixin)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1415(typeof_setitem)
        1    0.000    0.000    0.000    0.000 c:\Users\Sahas\OneDrive\Documents\Cornell Semester 2\Nd LSCO\Modelling\Python code\boltzmann_transport_git\boltzmann_transport\orbitcreation.py:206(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:724(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\lambdify.py:896(<genexpr>)
       42    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\enum.py:1147(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\controlflow.py:285(dead_nodes)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:252(get)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1035(<listcomp>)
       23    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       40    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\conflict.py:63(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\values.py:892(add)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\prufer.py:11(Prufer)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:811(_comm_init)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:136(Math_ldexp)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\rewrites\static_raise.py:20(_break_constant)
       19    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\datamodel\models.py:185(get_value_type)
       17    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:332(outer)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\mathdecl.py:71(Math_copysign)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:222(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\callwrapper.py:11(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\utilities\decorator.py:176(public)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\utils.py:44(<dictcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\sets\sets.py:1949(__iter__)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:42(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\cpython\rangeobj.py:99(RangeIter)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\types.py:145(intrinsic_name)
       30    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:757(get_targets)
       18    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:108(lower_constant)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_sputils.py:362(is_pydata_spmatrix)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:511(register_unary_operator_kernel)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ssa.py:37(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\functions\elementary\exponential.py:954(_eval_is_complex)
       19    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1179(bound_function)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\imputils.py:84(lower_setattr_generic)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1812(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1754(propagate_finished)
        8    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\_lib\_util.py:143(_prune_array)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\npyimpl.py:51(_ScalarHelper)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\immutable.py:58(shape)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\parfors\parfor.py:734(has_setup)
       19    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\scipy\sparse\_base.py:119(get_shape)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\repmatrix.py:104(<genexpr>)
       27    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:1751(propagate_started)
        6    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
       13    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\tensor\tensor.py:4016(TensorElement)
       28    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\relational.py:1225(_eval_is_eq)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1133(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:719(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\npytypes.py:629(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\transforms.py:749(consolidate_multi_exit_withs)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\graycode.py:6(GrayCode)
        8    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\callwrapper.py:224(debug_print)
       27    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\dispatcher.py:108(normal_handler)
       22    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\interpreter.py:1757(code_freevars)
       23    0.000    0.000    0.000    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
       20    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\combinatorics\partitions.py:15(Partition)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\codegen\ast.py:1192(FloatType)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:172(getwidth)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:228(_acquireLock)
        6    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\codegen.py:620(enable_object_caching)
        5    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typeinfer.py:708(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\runtime\nrt.py:48(_init_guard)
       17    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\multipledispatch\utils.py:45(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\mul.py:687(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\types\misc.py:303(key)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\importlib\metadata\__init__.py:480(_all)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\cmathdecl.py:44(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2798(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\typing.py:1536(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\numbers.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\np\linalg.py:74(_BLAS)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\evalf.py:152(pure_complex)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\matrices\matrices.py:1005(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\llvmlite\ir\instructions.py:863(descr)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\typing\templates.py:1221(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\funcdesc.py:108(llvm_func_name)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\callwrapper.py:92(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\getlimits.py:692(max)
        3    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\mpmath\libmp\libmpf.py:950(mpf_div)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\core\add.py:493(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\ir.py:725(__str__)
       13    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\numba\core\byteflow.py:1870(graph)
        1    0.000    0.000    0.000    0.000 C:\Users\Sahas\AppData\Local\Programs\Python\Python311\Lib\site-packages\sympy\vector\vector.py:20(Vector)
